row,url,address,name,latitude,longitude,food
102,https://www.zomato.com/indore/guru-restaurant-hig-lig,"16, Pardesipura, Block 33, HIG-LIG, Indore",Guru Restaurant,22.74393,75.87102,
103,https://www.zomato.com/indore/udan-khatola-vijay-nagar,"37, Scheme 54, Opposite SICA School, Vijay Nagar, Indore",Udan Khatola,22.7573,75.88547,
104,https://www.zomato.com/indore/ice-balls-slice-square-1-new-palasia,"56, Chappan Market, New Palasia, Indore",Ice Balls & Slice Square,41.38212,-73.88814,
105,https://www.zomato.com/indore/the-london-shakes-cafe-old-palasia,"Shop 3, Anand Bazar, Main Road, Old Palasia, Indore",The London Shakes & Cafe,22.72976,75.8977,
106,https://www.zomato.com/indore/club-19-cafe-by-pass-road-north,"PSP 2, Near Hans Travels, Scheme 94, Ring Road, By Pass Road (North), Indore",Club 19 Cafe,0,0,"Biryani,Butter Chicken"
107,https://www.zomato.com/indore/just-and-china-hig-lig,Nanda Nagar Indore,Just And China,22.74443,75.87925,
108,https://www.zomato.com/indore/pinchus-bakewell-vijay-nagar,"E.B-247, Scheme 94, Opposite Bombay Hospital, Vijay Nagar, Indore",Pinchu's Bakewell,22.76673,75.90041,
109,https://www.zomato.com/indore/moms-courtyard-vijay-nagar,"165/A, Tulsi Nagar, Vijay Nagar, Indore",Mom's Courtyard,22.75943,75.886009,
110,https://www.zomato.com/indore/surbhi-restaurant-old-palasia,"22, Vaikunt Dham, Khajrana Main Road, Anand Bazaar, Old Palasia, Indore",Surbhi Restaurant,22.72976,75.8977,
111,https://www.zomato.com/indore/addys-baithak-old-palasia,"L.G. 1 Sanskriti Apartment, Swami Vivekanand Nagar, Kanadia Road, Old Palasia",Addy's Baithak,12.99404,77.66203,
112,https://www.zomato.com/indore/kitchen-inc-vijay-nagar,"Plot 17, 4th Floor, P.U. 4 Commercial, Scheme 54, Vijay Nagar, Indore",Kitchen INC,28.592899,77.067474,
113,https://www.zomato.com/indore/shree-krishna-cakes-hig-lig,"29, Patni Pura square, HIG-LIG, Indore",Shree Krishna Cakes,22.73953,75.88075,
114,https://www.zomato.com/indore/cake-makers-old-palasia,"43, Gulmarg Colony, Near Saket Nagar, Old Palasia, Indore",Cake Makers,17.48135,78.47321,Panneer Butter Masala
115,https://www.zomato.com/indore/the-juicebox-and-co-vijay-nagar,"GG 25, Scheme 54, Vijay Nagar, Indore",The JuiceBox And Co.,22.76838,75.8925,"Fries,Hot Chocolate,Thick Shakes,Burgers,Cheese Sandwich"
